file_path,source_folder,expected_label,predicted_label,predicted_label_ko,is_correct,confidence,confidence_level,classification_margin,is_borderline,second_candidate,second_score,error_code,message,ratio_face_height_px,ratio_face_width_px,ratio_face_length_width_ratio,ratio_forehead_width_px,ratio_cheekbone_width_px,ratio_jaw_width_px,ratio_forehead_to_cheekbone_ratio,ratio_jaw_to_cheekbone_ratio,ratio_jaw_angle_width_px,ratio_jaw_angle_width_to_cheekbone_ratio,ratio_chin_to_jaw_depth_px,ratio_chin_to_jaw_depth_to_face_height_ratio,ratio_lower_face_height_px,ratio_lower_face_height_to_face_height_ratio,ratio_eye_outer_width_px,ratio_eye_inner_distance_px,ratio_eye_outer_width_to_face_width_ratio,ratio_eye_inner_distance_to_face_width_ratio,ratio_lower_jaw_width_px,ratio_lower_jaw_width_to_cheekbone_ratio,ratio_jaw_taper_ratio,ratio_forehead_to_jaw_ratio,ratio_forehead_to_lower_jaw_ratio,ratio_jaw_to_face_width_ratio,ratio_lower_jaw_to_face_width_ratio,ratio_chin_sharpness_ratio,ratio_nose_length_px,ratio_nose_length_to_face_height_ratio,ratio_mouth_width_px,ratio_mouth_height_px,ratio_mouth_width_to_face_width_ratio,ratio_nose_center_offset_x_px,ratio_midface_height_ratio,ratio_philtrum_to_chin_ratio,ratio_temple_to_cheekbone_ratio,ratio_gonial_angle_proxy,ratio_jawline_curvature_index,ratio_cheekbone_peak_y_ratio,ratio_jaw_slope_angle,ratio_intercanthal_to_face_width,ratio_facial_asymmetry_index,score_round,score_oval,score_long,score_square,score_heart,quality_quality_score,quality_quality_status,quality_is_acceptable,quality_frontal_score,quality_eye_level_score,quality_face_center_offset_x_ratio,quality_eye_level_diff_to_face_width_ratio
sampleimg/Oval/oval (920).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.486,medium,0.0848,False,heart,0.4012,,,637.02,533.02,1.1951,400.01,533.02,401.0,0.7505,0.7523,401.0,0.7523,141.0,0.2213,254.0,0.3987,346.04,133.14,0.6492,0.2498,277.0,0.5197,0.6908,0.9975,1.4441,0.7523,0.5197,0.509,185.02,0.2905,200.01,39.01,0.3752,7.5,0.3171,0.172,0.8912,140.8,0.1119,0.416,145.54,0.2498,0.0169,0.0592,0.486,0.0484,0.0052,0.4012,0.8825,good,True,0.8825,0.8825,0.0141,0.0094
sampleimg/Oval/oval (477).jpg,Oval,oval,long,긴형,False,0.7224,high,0.5797,False,heart,0.1427,,,239.21,192.13,1.2451,137.23,192.13,150.01,0.7143,0.7808,150.01,0.7808,58.0,0.2425,101.0,0.4222,127.14,46.04,0.6618,0.2397,106.0,0.5517,0.7066,0.9148,1.2947,0.7808,0.5517,0.5472,66.07,0.2762,70.06,0.0,0.3647,25.0,0.3052,0.288,0.8546,138.64,0.132,0.3721,145.55,0.2397,0.229,0.0011,0.1325,0.7224,0.0014,0.1427,0.244,low,False,0.0,0.61,0.1301,0.0312
sampleimg/Oval/oval (74).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.5071,medium,0.1388,False,heart,0.3683,,,279.03,231.0,1.2079,167.05,231.0,178.0,0.7231,0.7706,178.0,0.7706,62.0,0.2222,118.0,0.4229,149.0,57.01,0.645,0.2468,122.0,0.5282,0.6854,0.9385,1.3692,0.7706,0.5282,0.5082,77.1,0.2763,107.0,12.0,0.4632,22.5,0.3046,0.2225,0.8616,138.34,0.116,0.4157,148.2,0.2468,0.1602,0.0312,0.5071,0.0886,0.0048,0.3683,0.513,warning,True,0.1883,1.0,0.0974,0.0
sampleimg/Oval/oval (333).jpg,Oval,oval,heart,하트형,False,0.427,medium,0.1036,False,oval,0.3234,,,224.02,182.0,1.2309,136.01,182.0,140.01,0.7473,0.7693,140.01,0.7693,49.0,0.2187,94.0,0.4196,116.0,44.0,0.6374,0.2418,98.05,0.5387,0.7003,0.9714,1.3873,0.7693,0.5387,0.4998,61.03,0.2724,69.03,7.0,0.3793,16.0,0.3035,0.2426,0.8902,142.7,0.1177,0.4196,140.66,0.2418,0.1538,0.0259,0.3234,0.2123,0.0114,0.427,0.5605,warning,True,0.2675,1.0,0.0879,0.0
sampleimg/Oval/oval (115).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.365,medium,0.0569,False,square,0.3081,,,389.42,325.22,1.1974,234.26,325.22,258.0,0.7203,0.7933,258.0,0.7933,88.5,0.2273,156.0,0.4006,215.28,83.15,0.662,0.2557,181.01,0.5566,0.7016,0.908,1.2942,0.7933,0.5566,0.4889,112.07,0.2878,120.04,15.0,0.3691,37.5,0.3159,0.2089,0.8557,132.83,0.1419,0.3775,148.98,0.2557,0.206,0.0789,0.365,0.1601,0.3081,0.088,0.2545,low,False,0.0392,0.5775,0.1153,0.0338
sampleimg/Oval/oval (461).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.4275,low,0.014,True,heart,0.4135,,,468.78,377.46,1.2419,283.83,377.46,282.11,0.752,0.7474,282.11,0.7474,96.5,0.2059,200.0,0.4266,244.28,99.13,0.6472,0.2626,199.49,0.5285,0.7071,1.0061,1.4228,0.7474,0.5285,0.4837,126.02,0.2688,140.7,21.1,0.3728,61.5,0.3075,0.2113,0.8958,136.64,0.1329,0.384,146.71,0.2626,0.3153,0.0062,0.4275,0.1485,0.0044,0.4135,0.069,low,False,0.0,0.1725,0.1629,0.0662
sampleimg/Oval/oval (790).jpg,Oval,oval,heart,하트형,False,0.3818,low,0.0237,True,long,0.3581,,,171.07,137.06,1.2482,101.02,137.06,107.07,0.7371,0.7812,107.07,0.7812,38.0,0.2221,73.0,0.4267,89.09,36.06,0.65,0.2631,75.06,0.5476,0.701,0.9435,1.3459,0.7812,0.5476,0.5063,46.1,0.2695,53.08,0.0,0.3873,8.5,0.3042,0.2188,0.8757,139.29,0.1327,0.4033,140.77,0.2631,0.0803,0.0079,0.2433,0.3581,0.009,0.3818,0.544,warning,True,0.4833,0.635,0.062,0.0292
sampleimg/Oval/oval (961).jpg,Oval,oval,heart,하트형,False,0.4266,medium,0.0588,False,oval,0.3678,,,426.38,378.11,1.1277,279.15,378.11,293.01,0.7383,0.7749,293.01,0.7749,106.0,0.2486,166.0,0.3893,245.05,97.01,0.6481,0.2566,201.0,0.5316,0.686,0.9527,1.3888,0.7749,0.5316,0.5274,123.02,0.2885,160.11,12.0,0.4235,26.0,0.3096,0.2586,0.8758,139.15,0.1154,0.3729,145.55,0.2566,0.1269,0.1543,0.3678,0.01,0.0414,0.4266,0.59,warning,True,0.4267,0.835,0.0688,0.0132
sampleimg/Oval/oval (132).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.4035,low,0.0208,True,heart,0.3827,,,640.41,544.16,1.1769,389.33,544.16,428.0,0.7155,0.7865,428.0,0.7865,147.0,0.2295,280.0,0.4372,349.07,136.0,0.6415,0.2499,297.08,0.546,0.6941,0.9096,1.3105,0.7865,0.546,0.4948,171.19,0.2673,253.0,40.05,0.4649,61.0,0.2936,0.2114,0.8552,142.33,0.1087,0.4216,141.53,0.2499,0.1948,0.1463,0.4035,0.0488,0.0187,0.3827,0.375,low,False,0.0658,0.8387,0.1121,0.0129
sampleimg/Oval/oval (495).jpg,Oval,oval,long,긴형,False,0.3449,medium,0.0654,False,oval,0.2796,,,124.1,100.04,1.2404,75.03,100.04,79.03,0.7499,0.7899,79.03,0.7899,28.0,0.2256,52.0,0.419,65.03,25.02,0.65,0.2501,56.01,0.5598,0.7087,0.9494,1.3395,0.7899,0.5598,0.4999,34.0,0.274,37.01,1.0,0.37,7.0,0.3063,0.2981,0.8801,136.26,0.1336,0.3948,146.0,0.2501,0.1399,0.0107,0.2796,0.3449,0.1032,0.2616,0.55,warning,True,0.4167,0.75,0.07,0.02
sampleimg/Oval/oval (740).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.3751,low,0.0461,True,long,0.329,,,422.17,350.12,1.2058,261.05,350.12,273.12,0.7456,0.7801,273.12,0.7801,106.0,0.2511,161.0,0.3814,243.07,93.02,0.6943,0.2657,190.13,0.543,0.6961,0.9558,1.373,0.7801,0.543,0.5575,126.1,0.2987,149.16,0.0,0.426,7.0,0.3176,0.234,0.8742,142.47,0.1217,0.3743,139.98,0.2657,0.0114,0.0177,0.3751,0.329,0.0135,0.2647,0.8145,good,True,0.8333,0.7863,0.02,0.0171
sampleimg/Oval/oval (574).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.5009,medium,0.129,False,long,0.3719,,,155.21,125.2,1.2397,87.14,125.2,99.18,0.6961,0.7922,99.18,0.7922,33.0,0.2126,66.0,0.4252,80.22,30.07,0.6408,0.2402,68.18,0.5446,0.6875,0.8786,1.2781,0.7922,0.5446,0.484,43.19,0.2782,52.09,0.0,0.416,6.5,0.3034,0.2162,0.8317,134.73,0.1254,0.4381,150.95,0.2402,0.0399,0.0381,0.5009,0.3719,0.0301,0.0589,0.501,warning,True,0.5675,0.4012,0.0519,0.0479
sampleimg/Oval/oval (818).jpg,Oval,oval,long,긴형,False,0.5265,high,0.1698,False,oval,0.3567,,,178.36,140.8,1.2668,98.86,140.8,109.29,0.7021,0.7762,109.29,0.7762,38.0,0.213,75.0,0.4205,90.35,36.22,0.6417,0.2573,73.06,0.5189,0.6685,0.9045,1.3531,0.7762,0.5189,0.5201,47.0,0.2635,54.23,11.05,0.3852,28.0,0.298,0.1888,0.8457,143.91,0.1073,0.4597,141.67,0.2573,0.3977,0.012,0.3567,0.5265,0.0006,0.1044,0.116,low,False,0.0,0.29,0.1989,0.0568
sampleimg/Oval/oval (749).jpg,Oval,oval,round,둥근형,False,0.5538,high,0.3831,False,oval,0.1707,,,556.18,480.08,1.1585,356.09,480.08,372.02,0.7417,0.7749,372.02,0.7749,109.0,0.196,240.0,0.4315,319.0,130.19,0.6645,0.2712,258.01,0.5374,0.6935,0.9572,1.3802,0.7749,0.5374,0.4225,147.0,0.2643,171.11,18.03,0.3564,14.0,0.3039,0.3129,0.8855,135.42,0.1158,0.4477,149.69,0.2712,0.0583,0.5538,0.1707,0.0018,0.1563,0.1173,0.8435,good,True,0.7567,0.9738,0.0292,0.0021
sampleimg/Oval/oval (605).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.39,high,0.16,False,heart,0.23,,,170.85,143.68,1.1891,101.4,143.68,116.97,0.7057,0.8141,116.97,0.8141,38.5,0.2253,77.0,0.4507,91.55,36.12,0.6371,0.2514,81.88,0.5699,0.7001,0.8669,1.2383,0.8141,0.5699,0.4702,43.74,0.256,72.34,17.03,0.5035,19.5,0.2831,0.1462,0.8387,139.38,0.1469,0.3687,134.37,0.2514,0.1601,0.079,0.39,0.0959,0.2051,0.23,0.052,low,False,0.0,0.13,0.1357,0.0696
sampleimg/Oval/oval (440).jpg,Oval,oval,long,긴형,False,0.8192,high,0.7206,False,oval,0.0986,,,150.01,118.02,1.2711,84.01,118.02,93.05,0.7118,0.7884,93.05,0.7884,35.5,0.2366,65.0,0.4333,76.06,28.0,0.6445,0.2373,65.03,0.551,0.6989,0.9028,1.2918,0.7884,0.551,0.5459,40.01,0.2667,59.0,15.0,0.4999,3.0,0.2934,0.1091,0.8475,142.59,0.1255,0.3933,139.94,0.2373,0.0339,0.0005,0.0986,0.8192,0.0005,0.0812,0.746,good,True,0.7883,0.6825,0.0254,0.0254
sampleimg/Oval/oval (128).jpg,Oval,oval,heart,하트형,False,0.7437,high,0.6234,False,oval,0.1204,,,844.1,700.1,1.2057,545.0,700.1,540.49,0.7785,0.772,540.49,0.772,210.5,0.2494,317.0,0.3755,465.07,172.0,0.6643,0.2457,373.65,0.5337,0.6913,1.0083,1.4586,0.772,0.5337,0.5634,251.64,0.2981,273.07,1.0,0.39,100.0,0.314,0.2166,0.9199,147.68,0.1146,0.3779,134.61,0.2457,0.2343,0.012,0.1204,0.1165,0.0074,0.7437,0.343,low,False,0.0,0.8575,0.1428,0.0114
sampleimg/Oval/oval (21).jpg,Oval,oval,square,사각형,False,0.5355,high,0.3108,False,oval,0.2246,,,121.02,99.01,1.2223,72.01,99.01,79.03,0.7273,0.7982,79.03,0.7982,22.0,0.1818,57.0,0.471,65.03,25.0,0.6568,0.2525,56.04,0.566,0.7091,0.9112,1.285,0.7982,0.566,0.3926,30.07,0.2485,39.0,7.07,0.3939,8.5,0.2976,0.1333,0.8585,130.27,0.1304,0.4627,154.98,0.2525,0.1313,0.1478,0.2246,0.0179,0.5355,0.0742,0.4695,warning,True,0.2842,0.7475,0.0859,0.0202
sampleimg/Oval/oval (672).jpg,Oval,oval,round,둥근형,False,0.4584,medium,0.1473,False,oval,0.3111,,,146.01,124.4,1.1737,90.09,124.4,97.62,0.7242,0.7847,97.62,0.7847,33.5,0.2294,57.0,0.3904,79.23,31.02,0.6369,0.2493,65.76,0.5286,0.6737,0.9228,1.3699,0.7847,0.5286,0.5094,43.74,0.2995,46.39,0.0,0.3729,31.0,0.3231,0.2655,0.8615,147.15,0.1316,0.363,130.24,0.2493,0.3698,0.4584,0.3111,0.0424,0.0063,0.1819,0.159,low,False,0.0,0.3975,0.2492,0.0482
sampleimg/Oval/oval (426).jpg,Oval,oval,heart,하트형,False,0.4435,medium,0.127,False,oval,0.3165,,,120.2,99.05,1.2136,71.06,99.05,80.0,0.7175,0.8077,80.0,0.8077,28.0,0.2329,54.0,0.4492,64.0,25.0,0.6462,0.2524,56.0,0.5654,0.7,0.8883,1.269,0.8077,0.5654,0.5,32.02,0.2663,45.0,9.0,0.4543,10.5,0.2913,0.2146,0.8486,131.97,0.1376,0.391,148.11,0.2524,0.1918,0.0116,0.3165,0.1395,0.089,0.4435,0.47,warning,True,0.1167,1.0,0.106,0.0
sampleimg/Oval/oval (412).jpg,Oval,oval,heart,하트형,False,0.3949,low,0.03,True,oval,0.3649,,,297.2,248.1,1.1979,187.1,248.1,191.07,0.7541,0.7701,191.07,0.7701,63.5,0.2137,126.0,0.424,158.15,59.08,0.6375,0.2381,135.03,0.5443,0.7067,0.9792,1.3856,0.7701,0.5443,0.4703,80.02,0.2693,95.08,16.12,0.3833,5.0,0.2996,0.2588,0.8952,138.65,0.1137,0.4408,147.3,0.2381,0.0564,0.0797,0.3649,0.0461,0.1145,0.3949,0.758,good,True,0.8317,0.6475,0.0202,0.0282
sampleimg/Oval/oval (716).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.3567,low,0.0126,True,long,0.3441,,,111.07,89.36,1.243,67.12,89.36,69.58,0.7511,0.7787,69.58,0.7787,24.5,0.2206,42.0,0.3781,61.4,24.33,0.6871,0.2723,47.52,0.5318,0.6829,0.9646,1.4125,0.7787,0.5318,0.5156,33.73,0.3037,35.23,0.0,0.3942,25.5,0.3261,0.36,0.8858,133.47,0.1264,0.4412,157.38,0.2723,0.4141,0.0225,0.3567,0.3441,0.0889,0.1877,0.0085,low,False,0.0,0.0213,0.2854,0.0783
sampleimg/Oval/oval (434).jpg,Oval,oval,heart,하트형,False,0.4282,medium,0.135,False,long,0.2932,,,166.0,135.0,1.2296,103.0,135.0,103.0,0.763,0.7629,103.0,0.7629,41.0,0.247,65.0,0.3916,89.01,33.02,0.6593,0.2445,72.0,0.5333,0.699,1.0,1.4306,0.7629,0.5333,0.5694,49.01,0.2952,48.01,0.0,0.3556,1.5,0.3193,0.3267,0.8889,144.28,0.1166,0.3916,140.65,0.2445,0.037,0.0027,0.275,0.2932,0.001,0.4282,0.9075,good,True,0.9075,0.9075,0.0111,0.0074
sampleimg/Oval/oval (453).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.3075,low,0.0243,True,round,0.2832,,,278.01,231.02,1.2034,162.01,231.02,186.04,0.7013,0.8053,186.04,0.8053,60.0,0.2158,116.0,0.4173,152.0,57.01,0.658,0.2468,128.06,0.5543,0.6883,0.8708,1.2651,0.8053,0.5543,0.4685,77.23,0.2778,100.04,0.0,0.4331,17.5,0.3097,0.2486,0.8398,134.8,0.1269,0.4209,149.89,0.2468,0.0996,0.2832,0.3075,0.1103,0.2394,0.0596,0.5995,warning,True,0.3683,0.9463,0.0758,0.0043
sampleimg/Oval/oval (761).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.5394,high,0.2855,False,heart,0.2538,,,164.98,134.54,1.2263,98.49,134.54,101.61,0.7321,0.7552,101.61,0.7552,36.0,0.2182,66.0,0.4001,89.82,34.71,0.6676,0.258,70.04,0.5206,0.6893,0.9693,1.4063,0.7552,0.5206,0.514,46.39,0.2812,44.91,5.1,0.3338,11.0,0.3139,0.2414,0.8748,137.43,0.1534,0.3213,138.01,0.258,0.2527,0.0072,0.5394,0.1974,0.0022,0.2538,0.191,low,False,0.3183,0.0,0.0818,0.1338
sampleimg/Oval/oval (11).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.5508,high,0.3332,False,heart,0.2176,,,492.71,395.46,1.2459,288.0,395.46,309.01,0.7283,0.7814,309.01,0.7814,95.5,0.1938,222.0,0.4506,264.83,95.34,0.6697,0.2411,213.76,0.5405,0.6917,0.932,1.3473,0.7814,0.5405,0.4468,124.4,0.2525,189.45,45.1,0.479,1.0,0.2892,0.1519,0.8656,135.75,0.1124,0.4851,152.58,0.2411,0.0455,0.0484,0.5508,0.1158,0.0674,0.2176,0.722,good,True,0.9792,0.3363,0.0025,0.0531
sampleimg/Oval/oval (767).jpg,Oval,oval,square,사각형,False,0.5139,high,0.2058,False,round,0.3081,,,633.71,536.3,1.1816,377.03,536.3,434.42,0.703,0.81,434.42,0.81,114.5,0.1807,306.0,0.4829,343.25,139.09,0.64,0.2593,298.48,0.5566,0.6871,0.8679,1.2632,0.81,0.5566,0.3836,148.79,0.2348,267.23,58.03,0.4983,65.0,0.2773,0.1897,0.8411,130.66,0.1159,0.4844,157.62,0.2593,0.1566,0.3081,0.1279,0.0017,0.5139,0.0483,0.279,low,False,0.0,0.6975,0.1212,0.0242
sampleimg/Oval/oval (715).jpg,Oval,oval,heart,하트형,False,0.3565,low,0.0309,True,oval,0.3256,,,365.01,302.11,1.2082,215.08,302.11,238.1,0.7119,0.7881,238.1,0.7881,89.5,0.2452,157.0,0.4301,193.02,77.01,0.6389,0.2549,167.07,0.553,0.7017,0.9033,1.2873,0.7881,0.553,0.5357,100.0,0.274,145.01,28.02,0.48,1.0,0.3014,0.1669,0.8477,139.25,0.1214,0.4027,144.37,0.2549,0.0,0.0117,0.3256,0.3005,0.0056,0.3565,0.934,good,True,0.9725,0.8762,0.0033,0.0099
sampleimg/Oval/oval (540).jpg,Oval,oval,long,긴형,False,0.7592,high,0.5733,False,oval,0.1858,,,747.4,580.25,1.2881,417.64,580.25,456.25,0.7198,0.7863,456.25,0.7863,161.5,0.2161,299.0,0.4001,383.47,139.0,0.6609,0.2396,310.06,0.5344,0.6796,0.9154,1.347,0.7863,0.5344,0.5209,213.01,0.285,264.37,2.24,0.4556,82.5,0.3126,0.2282,0.8562,132.25,0.1506,0.3893,147.18,0.2396,0.2913,0.0012,0.1858,0.7592,0.0053,0.0484,0.2365,low,False,0.0,0.5913,0.1422,0.0327
sampleimg/Oval/oval (173).jpg,Oval,oval,round,둥근형,False,0.6185,high,0.3101,False,oval,0.3083,,,319.9,275.86,1.1596,195.6,275.86,210.95,0.7091,0.7647,210.95,0.7647,64.0,0.2001,136.0,0.4251,171.94,66.37,0.6233,0.2406,145.5,0.5274,0.6897,0.9273,1.3444,0.7647,0.5274,0.4399,84.15,0.263,91.66,7.0,0.3323,24.0,0.2986,0.2335,0.8557,140.53,0.0966,0.4751,150.64,0.2406,0.2102,0.6185,0.3083,0.0061,0.0267,0.0404,0.239,low,False,0.275,0.185,0.087,0.0652
sampleimg/Oval/oval (404).jpg,Oval,oval,heart,하트형,False,0.7862,high,0.6444,False,oval,0.1419,,,475.77,420.63,1.1311,322.05,420.63,325.88,0.7656,0.7748,325.88,0.7748,133.5,0.2806,169.0,0.3552,274.33,107.56,0.6522,0.2557,224.51,0.5337,0.6889,0.9882,1.4345,0.7748,0.5337,0.5946,149.75,0.3148,190.52,1.0,0.4529,38.5,0.3245,0.1716,0.9019,147.41,0.1197,0.309,132.84,0.2557,0.1117,0.0398,0.1419,0.0255,0.0065,0.7862,0.2215,low,False,0.2375,0.1975,0.0915,0.0642
sampleimg/Oval/oval (599).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.4764,high,0.312,False,heart,0.1643,,,199.42,166.36,1.1987,119.42,166.36,131.19,0.7178,0.7886,131.19,0.7886,43.5,0.2181,85.0,0.4262,104.24,41.05,0.6265,0.2467,92.14,0.5538,0.7023,0.9103,1.2961,0.7886,0.5538,0.4721,54.0,0.2708,61.29,1.0,0.3684,11.0,0.301,0.3016,0.8561,135.57,0.1343,0.3861,145.74,0.2467,0.1322,0.0892,0.4764,0.1159,0.1542,0.1643,0.459,warning,True,0.4492,0.4738,0.0661,0.0421
sampleimg/Oval/oval (26).jpg,Oval,oval,heart,하트형,False,0.3622,medium,0.0766,False,long,0.2855,,,100.12,86.01,1.1642,62.03,86.01,69.0,0.7213,0.8023,69.0,0.8023,28.0,0.2797,40.0,0.3995,55.01,20.02,0.6396,0.2328,49.01,0.5698,0.7103,0.899,1.2657,0.8023,0.5698,0.5713,30.02,0.2998,39.01,5.0,0.4536,11.0,0.3098,0.22,0.8491,139.35,0.1248,0.3496,144.32,0.2328,0.2325,0.0187,0.2824,0.2855,0.0512,0.3622,0.342,low,False,0.0,0.855,0.1279,0.0116
sampleimg/Oval/oval (569).jpg,Oval,oval,round,둥근형,False,0.6263,high,0.4711,False,square,0.1552,,,347.42,311.23,1.1163,231.18,311.23,244.2,0.7428,0.7846,244.2,0.7846,83.0,0.2389,141.0,0.4059,208.29,76.24,0.6692,0.245,173.14,0.5563,0.709,0.9466,1.3352,0.7846,0.5563,0.4794,101.08,0.2909,112.11,0.0,0.3602,0.5,0.3198,0.2838,0.8811,138.62,0.1106,0.4087,148.04,0.245,0.0225,0.6263,0.0949,0.0026,0.1552,0.121,0.8155,good,True,0.9867,0.5588,0.0016,0.0353
sampleimg/Oval/oval (235).jpg,Oval,oval,heart,하트형,False,0.4041,medium,0.1477,False,oval,0.2564,,,190.52,164.51,1.158,124.4,164.51,127.48,0.7562,0.7749,127.48,0.7749,44.5,0.2336,75.0,0.3937,107.3,44.18,0.6522,0.2686,88.28,0.5366,0.6925,0.9759,1.4092,0.7749,0.5366,0.5041,55.23,0.2899,76.24,7.07,0.4634,7.0,0.3108,0.224,0.8965,139.18,0.1039,0.4409,150.52,0.2686,0.0243,0.1914,0.2564,0.0158,0.1323,0.4041,0.5445,warning,True,0.6458,0.3925,0.0425,0.0486
sampleimg/Oval/oval (948).jpg,Oval,oval,round,둥근형,False,0.5741,high,0.3563,False,oval,0.2178,,,238.0,197.02,1.208,134.06,197.02,160.03,0.6804,0.8122,160.03,0.8122,48.5,0.2038,100.0,0.4202,127.04,50.09,0.6448,0.2542,108.0,0.5482,0.6749,0.8377,1.2412,0.8122,0.5482,0.4491,67.01,0.2815,84.02,9.0,0.4265,5.5,0.3109,0.2567,0.8224,134.35,0.1294,0.416,148.31,0.2542,0.0457,0.5741,0.2178,0.0591,0.13,0.019,0.7845,good,True,0.7675,0.81,0.0279,0.0152
sampleimg/Oval/oval (268).jpg,Oval,oval,square,사각형,False,0.4198,medium,0.0887,False,oval,0.3311,,,438.13,366.16,1.1965,261.49,366.16,296.45,0.7141,0.8096,296.45,0.8096,92.0,0.21,189.0,0.4314,231.22,85.99,0.6315,0.2348,203.67,0.5562,0.687,0.8821,1.2839,0.8096,0.5562,0.4517,115.62,0.2639,158.81,0.0,0.4337,6.5,0.2967,0.2539,0.8462,132.95,0.1494,0.3675,141.99,0.2348,0.101,0.1235,0.3311,0.0328,0.4198,0.0929,0.511,warning,True,0.8517,0.0,0.0178,0.0874
sampleimg/Oval/oval (917).jpg,Oval,oval,long,긴형,False,0.5124,high,0.1962,False,oval,0.3162,,,494.79,403.19,1.2272,304.8,403.19,303.3,0.756,0.7522,303.3,0.7522,123.0,0.2486,177.0,0.3577,282.02,108.46,0.6995,0.269,210.15,0.5212,0.6929,1.0049,1.4503,0.7522,0.5212,0.5853,154.73,0.3127,146.41,0.0,0.3631,37.0,0.3364,0.3527,0.8853,147.3,0.1277,0.3456,133.05,0.269,0.1091,0.0045,0.3162,0.5124,0.0003,0.1665,0.2435,low,False,0.235,0.2563,0.0918,0.0595
sampleimg/Oval/oval (515).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.6151,high,0.4752,False,heart,0.1399,,,164.3,136.3,1.2055,98.18,136.3,107.17,0.7204,0.7863,107.17,0.7863,34.0,0.2069,71.0,0.4321,86.21,33.06,0.6325,0.2426,74.11,0.5437,0.6915,0.9162,1.3249,0.7863,0.5437,0.4588,43.01,0.2618,52.15,0.0,0.3826,4.0,0.2985,0.2522,0.8526,136.05,0.1315,0.4017,145.08,0.2426,0.0734,0.1028,0.6151,0.0576,0.0846,0.1399,0.6335,warning,True,0.7558,0.45,0.0293,0.044
sampleimg/Oval/oval (186).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.3822,low,0.0387,True,heart,0.3436,,,394.41,339.09,1.1631,257.19,339.09,256.0,0.7585,0.755,256.0,0.755,86.0,0.218,153.0,0.3879,220.11,76.01,0.6491,0.2241,177.03,0.5221,0.6915,1.0047,1.4529,0.755,0.5221,0.4858,117.04,0.2967,132.03,1.0,0.3894,38.5,0.322,0.2992,0.903,136.11,0.1191,0.4082,149.84,0.2241,0.2094,0.2091,0.3822,0.0112,0.0539,0.3436,0.3295,low,False,0.0542,0.7425,0.1135,0.0206
sampleimg/Oval/oval (114).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.5128,high,0.2484,False,long,0.2644,,,515.19,413.7,1.2453,289.36,413.7,328.1,0.6994,0.7931,328.1,0.7931,103.0,0.1999,216.0,0.4193,270.74,106.47,0.6544,0.2574,221.0,0.5342,0.6736,0.8819,1.3093,0.7931,0.5342,0.4661,139.7,0.2712,136.13,8.06,0.3291,92.5,0.3086,0.3101,0.8419,131.1,0.1415,0.4018,152.67,0.2574,0.3795,0.0669,0.5128,0.2644,0.0667,0.0892,0.1585,low,False,0.0,0.3962,0.2236,0.0483
sampleimg/Oval/oval (79).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.4849,high,0.2798,False,round,0.2052,,,184.98,160.7,1.1511,118.61,160.7,125.32,0.7381,0.7799,125.32,0.7799,43.5,0.2352,71.0,0.3838,107.3,41.11,0.6677,0.2558,86.28,0.5369,0.6885,0.9464,1.3746,0.7799,0.5369,0.5041,54.08,0.2924,58.22,0.0,0.3623,7.0,0.3201,0.2787,0.8693,136.33,0.1361,0.346,143.13,0.2558,0.1245,0.2052,0.4849,0.0197,0.1076,0.1826,0.533,warning,True,0.6367,0.3775,0.0436,0.0498
sampleimg/Oval/oval (217).jpg,Oval,oval,oval,계란형 또는 일반형,True,0.408,medium,0.0604,False,heart,0.3476,,,249.02,208.09,1.1967,151.0,208.09,164.3,0.7257,0.7896,164.3,0.7896,60.0,0.2409,101.0,0.4056,140.0,57.04,0.6728,0.2741,113.28,0.5444,0.6895,0.919,1.333,0.7896,0.5444,0.5296,70.58,0.2834,100.02,11.05,0.4807,35.0,0.3059,0.188,0.8603,136.07,0.1206,0.4096,151.43,0.2741,0.2499,0.0279,0.408,0.1652,0.0514,0.3476,0.376,low,False,0.0,0.94,0.1682,0.0048
